homologID	entrezHuman	symbHuman	entrezMouse	symbMouse
4190	8462	81490	PTDSS2	27388	Ptdss2
4191	8466	51172	NAGPA	27426	Nagpa
4192	8468	28988	DBNL	13169	Dbnl
4193	8469	2589	GALNT1	14423	Galnt1
4194	8471	5332	PLCB4	18798	Plcb4
4195	8475	23464	GCAT	26912	Gcat
4196	8477	741	ZNHIT2	29805	Znhit2
4197	8478	8994	LIMD1	29806	Limd1
4198	8479	25946	ZNF385A	29813	Zfp385a
4199	8480	27129	HSPB7	29818	Hspb7
4200	8481	55504	TNFRSF19	29820	Tnfrsf19
4201	8482	6525	SMTN	29856	Smtn
4202	8486	56344	CABP5	29865	Cabp5
4203	8487	51475	CABP2	29866	Cabp2
4204	8489	51512	GTSE1	29870	Gtse1
4205	8490	25932	CLIC4	29876	Clic4
4206	8492	56521	DNAJC12	30045	Dnajc12
4207	8493	23036	ZNF292	30046	Zfp292
4208	8494	26508	HEYL	56198	Heyl
4209	8496	54461	FBXW5	30839	Fbxw5
4210	8498	8862	APLN	30878	Apln
4211	8499	27329	ANGPTL3	30924	Angptl3
4212	8500	333929	SNAI3	30927	Snai3
4213	8501	25897	RNF19A	30945	Rnf19a
4214	8510	23564	DDAH2	51793	Ddah2
4215	8512	9785	DHX38	64340	Dhx38
4216	8514	23099	ZBTB43	71834	Zbtb43
4217	8515	28952	CCDC22	54638	Ccdc22
4218	8516	50943	FOXP3	20371	Foxp3
4219	8517	28955	DEXI	58239	Dexi
4220	8518	28956	LAMTOR2	83409	Lamtor2
4221	8519	28957	MRPS28	66230	Mrps28
4222	8521	28959	TMEM176B	65963	Tmem176b
4223	8522	117178	SSX2IP	99167	Ssx2ip
4224	8528	25842	ASF1A	66403	Asf1a
4225	8529	28966	SNX24	69226	Snx24
4226	8530	28969	BZW2	66912	Bzw2
4227	8531	28970	C11orf54	70984	4931406C07Rik
4228	8534	25978	CHMP2B	68942	Chmp2b
4229	8535	26020	LRP10	65107	Lrp10
4230	8537	28974	C19orf53	101966	D8Ertd738e
4231	8539	28976	ACAD9	229211	Acad9
4232	8540	51522	TMEM14C	66154	Tmem14c
4233	8542	4969	OGN	18295	Ogn
4234	8543	28983	TMPRSS11E	243084	Tmprss11e
4235	8544	28984	RGCC	66214	Rgcc
4236	8545	28986	MAGEH1	75625	Mageh1
4237	8548	28991	COMMD5	66398	Commd5
4238	8549	28992	MACROD1	107227	Macrod1
4239	8553	28999	KLF15	66277	Klf15
4240	8555	5511	PPP1R8	100336	Ppp1r8
4241	8556	7227	TRPS1	83925	Trps1
4242	8558	50485	SMARCAL1	54380	Smarcal1
4243	8560	29126	CD274	60533	Cd274
4244	8561	29058	TMEM230	70612	Tmem230
4245	8562	29062	WDR91	101240	Wdr91
4246	8563	29066	ZC3H7A	106205	Zc3h7a
4247	8566	29074	MRPL18	67681	Mrpl18
4248	8568	29079	MED4	67381	Med4
4249	8570	29081	METTL5	75422	Mettl5
4250	8572	9419	CRIPT	56724	Cript
4251	8573	29085	PHPT1	75454	Phpt1
4252	8574	29086	BABAM1	68251	Babam1
4253	8575	29087	THYN1	77862	Thyn1
4254	8579	29091	STXBP6	217517	Stxbp6
4255	8581	29094	LGALSL	216551	Lgalsl
4256	8584	29099	COMMD9	76501	Commd9
4257	8588	3705	ITPK1	217837	Itpk1
4258	8592	6534	SLC6A7	240332	Slc6a7
4259	8594	8266	UBL4A	100169864	Slc10a3-ubl4
4260	8596	9508	ADAMTS3	330119	Adamts3
4261	8597	9509	ADAMTS2	216725	Adamts2
4262	8600	10329	TMEM5	216395	Tmem5
4263	8604	10388	SYCP2	320558	Sycp2
4264	8605	148022	TICAM1	106759	Ticam1
4265	8606	10944	C11orf58	56372	1110004F10Rik
4266	8607	11086	ADAM29	244486	Adam29
4267	8609	11141	IL1RAPL1	331461	Il1rapl1
4268	8610	170689	ADAMTS15	235130	Adamts15
4269	8611	11282	MGAT4B	103534	Mgat4b
4270	8612	10439	OLFM1	56177	Olfm1
4271	8614	22827	PUF60	67959	Puf60
4272	8615	22927	HABP4	56541	Habp4
4273	8617	23421	ITGB3BP	67733	Itgb3bp
4274	8618	23424	TDRD7	100121	Tdrd7
4275	8619	23466	CBX6	494448	Cbx6
4276	8620	23467	NPTXR	73340	Nptxr
4277	8621	23471	TRAM1	72265	Tram1
4278	8622	23474	ETHE1	66071	Ethe1
4279	8623	23475	QPRT	67375	Qprt
4280	8624	90701	SEC11C	66286	Sec11c
4281	8627	23533	PIK3R5	320207	Pik3r5
4282	8628	23551	RASD2	75141	Rasd2
4283	8629	23583	SMUG1	71726	Smug1
4284	8630	23584	VSIG2	57276	Vsig2
4285	8631	23588	KLHDC2	69554	Klhdc2
4286	8632	23589	CARHSP1	52502	Carhsp1
4287	8633	23592	LEMD3	380664	Lemd3
4288	8634	23593	HEBP2	56016	Hebp2
4289	8635	23594	ORC6	56452	Orc6
4290	8636	23598	PATZ1	56218	Patz1
4291	8639	23645	PPP1R15A	17872	Ppp1r15a
4292	8640	23676	SMPX	66106	Smpx
4293	8641	23705	CADM1	54725	Cadm1
4294	8643	23759	PPIL2	66053	Ppil2
4295	8645	23788	MTCH2	56428	Mtch2
4296	8646	24146	CLDN15	60363	Cldn15
4297	8648	25799	ZNF324	243834	Zfp324
4298	8649	25816	TNFAIP8	106869	Tnfaip8
4299	8652	26254	OPTC	269120	Optc
4300	8654	26353	HSPB8	80888	Hspb8
4301	8656	26355	FAM162A	70186	Fam162a
4302	8658	26993	AKAP8L	54194	Akap8l
4303	8659	26996	GPR160	71862	Gpr160
4304	8660	26998	FETUB	59083	Fetub
4305	8661	27033	ZBTB32	58206	Zbtb32
4306	8662	27034	ACAD8	66948	Acad8
4307	8664	27043	PELP1	75273	Pelp1
4308	8665	27044	SND1	56463	Snd1
4309	8666	27067	STAU2	29819	Stau2
4310	8667	27069	GHITM	66092	Ghitm
4311	8670	27074	LAMP3	239739	Lamp3
4312	8671	27075	TSPAN13	66109	Tspan13
4313	8672	27076	LYPD3	72434	Lypd3
4314	8674	27092	CACNG4	54377	Cacng4
4315	8676	27097	TAF5L	102162	Taf5l
4316	8678	27107	ZBTB11	271377	Zbtb11
4317	8679	27113	BBC3	170770	Bbc3
4318	8680	27121	DKK4	234130	Dkk4
4319	8681	27123	DKK2	56811	Dkk2
4320	8682	27124	INPP5J	170835	Inpp5j
4321	8683	27125	AFF4	93736	Aff4
4322	8685	53832	IL20RA	237313	Il20ra
4323	8686	27163	NAAA	67111	Naaa
4324	8688	27179	IL36A	54448	Il1f6
4325	8689	27190	IL17B	56069	Il17b
4326	8690	27229	TUBGCP4	51885	Tubgcp4
4327	8691	27230	SERP1	28146	Serp1
4328	8692	27236	ARFIP1	99889	Arfip1
4329	8694	27240	SIT1	54390	Sit1
4330	8696	27242	TNFRSF21	94185	Tnfrsf21
4331	8697	27244	SESN1	140742	Sesn1
4332	8699	27252	KLHL20	226541	Klhl20
4333	8700	27253	PCDH17	219228	Pcdh17
4334	8701	27254	CSDC2	105859	Csdc2
4335	8702	27255	CNTN6	53870	Cntn6
4336	8704	27286	SRPX2	68792	Srpx2
4337	8706	27289	RND1	223881	Rnd1
4338	8707	27291	R3HCC1L	52013	R3hcc1l
4339	8708	27293	SMPDL3B	100340	Smpdl3b
4340	8709	27294	DHDH	71755	Dhdh
4341	8711	27299	ADAMDEC1	58860	Adamdec1
4342	8714	27309	ZNF330	30932	Zfp330
4343	8716	27333	GOLIM4	73124	Golim4
4344	8717	27334	P2RY10	78826	P2ry10
4345	8720	27342	RABGEF1	56715	Rabgef1
4346	8721	27345	KCNMB4	58802	Kcnmb4
4347	8726	23677	SH3BP4	98402	Sh3bp4
4348	8727	29766	TMOD3	50875	Tmod3
4349	8728	29775	CARD10	105844	Card10
4350	8730	29842	TFCP2L1	81879	Tfcp2l1
4351	8731	29843	SENP1	223870	Senp1
4352	8733	11227	GALNT5	241391	Galnt5
4353	8734	23660	ZKSCAN5	22757	Zkscan5
4354	8735	84364	ARFGAP2	77038	Arfgap2
4355	8740	56605	ERO1LB	67475	Ero1lb
4356	8742	30811	HUNK	26559	Hunk
4357	8743	30813	VSX1	114889	Vsx1
4358	8745	30833	NT5C	50773	Nt5c
4359	8749	30851	TAX1BP3	76281	Tax1bp3
4360	8752	23196	FAM120A	218236	Fam120a
4361	8753	23197	FAF2	76577	Faf2
4362	8754	1620	BRINP1	56710	Brinp1
4363	8759	9640	ZNF592	233410	Zfp592
4364	8760	9645	MICAL2	320878	Mical2
4365	8763	9650	MTFR1	67472	Mtfr1
4366	8764	9654	TTLL4	67534	Ttll4
4367	8766	9657	IQCB1	320299	Iqcb1
4368	8769	9663	LPIN2	64898	Lpin2
4369	8771	9666	DZIP3	224170	Dzip3
4370	8775	9678	PHF14	75725	Phf14
4371	8776	9679	FAM53B	77938	Fam53b
4372	8780	9687	GREB1	268527	Greb1
4373	8783	9690	UBE3C	100763	Ube3c
4374	8785	9694	EMC2	66736	Emc2
4375	8790	9702	CEP57	74360	Cep57
4376	8792	9705	ST18	240690	St18
4377	8795	9710	KIAA0355	233103	4931406P16Rik
4378	8797	9715	FAM131B	76156	Fam131b
4379	8798	9719	ADAMTSL2	77794	Adamtsl2
4380	8802	9726	ZNF646	233905	Zfp646
4381	8803	84440	RAB11FIP4	268451	Rab11fip4
4382	8804	9729	KIAA0408	212448	9330159F19Rik
4383	8805	9730	VPRBP	321006	Vprbp
4384	8809	9737	GPRASP1	67298	Gprasp1
4385	8810	9738	CCP110	101565	Ccp110
4386	8812	9743	ARHGAP32	330914	Arhgap32
4387	8813	9745	ZNF536	243937	Zfp536
4388	8814	22883	CLSTN1	65945	Clstn1
4389	8815	9747	FAM115A	77574	Fam115a
4390	8816	9749	PHACTR2	215789	Phactr2
4391	8817	9751	SNPH	241727	Snph
4392	8820	9755	TBKBP1	73174	Tbkbp1
4393	8822	9760	TOX	252838	Tox
4394	8823	9761	MLEC	109154	Mlec
4395	8824	9762	LZTS3	241638	Lzts3
4396	8825	9764	KIAA0513	234797	6430548M08Rik
4397	8826	9765	ZFYVE16	218441	Zfyve16
4398	8829	9768	KIAA0101	68026	2810417H13Rik
4399	8831	9772	KIAA0195	71947	2310067B10Rik
4400	8832	9774	BCLAF1	72567	Bclaf1
4401	8834	9779	TBC1D5	72238	Tbc1d5
4402	8837	9783	RIMS3	242662	Rims3
4403	8838	9784	SNX17	266781	Snx17
4404	8839	9786	KIAA0586	76967	2700049A03Rik
4405	8840	9787	DLGAP5	218977	Dlgap5
4406	8841	9788	MTSS1	211401	Mtss1
4407	8842	9789	SPCS2	66624	Spcs2
4408	8843	9792	SERTAD2	58172	Sertad2
4409	8844	9793	CKAP5	75786	Ckap5
4410	8845	9794	MAML1	103806	Maml1
4411	8846	399979	SNX19	102607	Snx19
4412	8847	9796	PHYHIP	105653	Phyhip
4413	8848	9797	TATDN2	381801	Tatdn2
4414	8849	9798	IST1	71955	Ist1
4415	8850	1718	DHCR24	74754	Dhcr24
4416	8851	9801	MRPL19	56284	Mrpl19
4417	8853	9805	SCRN1	69938	Scrn1
4418	8854	9806	SPOCK2	94214	Spock2
4419	8856	9810	RNF40	233900	Rnf40
4420	8858	9813	EFCAB14	230648	Efcab14
4421	8859	9816	URB2	382038	Urb2
4422	8860	9819	TSC22D2	72033	Tsc22d2
4423	8862	9824	ARHGAP11A	228482	Arhgap11a
4424	8863	9827	RGP1	242406	Rgp1
4425	8865	9829	DNAJC6	72685	Dnajc6
4426	8866	9832	JAKMIP2	76217	Jakmip2
4427	8868	9839	ZEB2	24136	Zeb2
4428	8870	9841	ZBTB24	268294	Zbtb24
4429	8871	9842	PLEKHM1	353047	Plekhm1
4430	8873	9847	C2CD5	74741	C2cd5
4431	8874	9851	KIAA0753	74477	4933427D14Rik
4432	8875	9852	EPM2AIP1	77781	Epm2aip1
4433	8876	9854	C2CD2L	71764	C2cd2l
4434	8877	9855	FARP2	227377	Farp2
4435	8878	9856	KIAA0319	210108	D130043K22Rik
4436	8879	9857	CEP350	74081	Cep350
4437	8882	9860	LRIG2	269473	Lrig2
4438	8885	9870	AREL1	68497	Arel1
4439	8887	9873	FCHSD2	207278	Fchsd2
4440	8888	9877	ZC3H11A	70579	Zc3h11a
4441	8889	9878	TOX4	268741	Tox4
4442	8890	9880	ZBTB39	320080	Zbtb39
4443	8892	9886	RHOBTB1	69288	Rhobtb1
4444	8895	9890	LPPR4	229791	D3Bwg0562e
4445	8896	9891	NUAK1	77976	Nuak1
4446	8897	9895	TECPR2	104859	Tecpr2
4447	8898	9897	KIAA0196	223593	E430025E21Rik
4448	8902	9903	KLHL21	242785	Klhl21
4449	8905	9911	TMCC2	68875	Tmcc2
4450	8907	9913	SUPT7L	72195	Supt7l
4451	8908	51363	CHST15	77590	Chst15
4452	8909	9917	FAM20B	215015	Fam20b
4453	8912	9923	ZBTB40	230848	Zbtb40
4454	8913	9925	ZBTB5	230119	Zbtb5
4455	8914	9926	LPGAT1	226856	Lpgat1
4456	8915	9927	MFN2	170731	Mfn2
4457	8916	9928	KIF14	381293	Kif14
4458	8918	9931	HELZ	78455	Helz
4459	8919	9936	CD302	66205	Cd302
4460	8920	9937	DCLRE1A	55947	Dclre1a
4461	8923	10147	SUGP2	234373	Sugp2
4462	8926	10447	FAM3C	27999	Fam3c
4463	8927	11333	PDAP1	231887	Pdap1
4464	8928	22828	SCAF8	106583	Scaf8
4465	8930	22832	CEP162	382090	4922501C03Rik
4466	8932	22836	RHOBTB3	73296	Rhobtb3
4467	8933	22837	COBLL1	319876	Cobll1
4468	8934	22838	RNF44	105239	Rnf44
4469	8935	22839	DLGAP4	228836	Dlgap4
4470	8937	22841	RAB11FIP2	74998	Rab11fip2
4471	8939	22844	FRMPD1	666060	Frmpd1
4472	8940	22845	DOLK	227697	Dolk
4473	8941	22846	VASH1	238328	Vash1
4474	8942	22847	ZNF507	668501	Zfp507
4475	8945	22850	ADNP2	240442	Adnp2
4476	8948	22853	LMTK2	231876	Lmtk2
4477	8949	22854	NTNG1	80883	Ntng1
4478	8950	22856	CHSY1	269941	Chsy1
4479	8951	22859	LPHN1	330814	Lphn1
4480	8952	22862	FNDC3A	319448	Fndc3a
4481	8954	22864	R3HDM2	71750	R3hdm2
4482	8955	22865	SLITRK3	386750	Slitrk3
4483	8956	22866	CNKSR2	245684	Cnksr2
4484	8957	22868	FASTKD2	75619	Fastkd2
4485	8962	22876	INPP5F	101490	Inpp5f
4486	8966	22880	MORC2	74522	Morc2a
4487	8967	22881	ANKRD6	140577	Ankrd6
4488	8968	22882	ZHX2	387609	Zhx2
4489	8970	6683	SPAST	50850	Spast
4490	8972	22888	UBOX5	140629	Ubox5
4491	8974	22890	ZBTB1	268564	Zbtb1
4492	8975	22891	ZNF365	216049	Zfp365
4493	8976	22893	BAHD1	228536	Bahd1
4494	8978	22901	ARSG	74008	Arsg
4495	8980	22903	BTBD3	228662	Btbd3
4496	8981	22904	SBNO2	216161	Sbno2
4497	8984	22911	WDR47	99512	Wdr47
4498	8986	22986	SORCS3	66673	Sorcs3
4499	8987	80003	PCNXL2	270109	Pcnxl2
4500	8991	23011	RAB21	216344	Rab21
4501	8994	23016	EXOSC7	66446	Exosc7
4502	8995	23023	TMCC1	330401	Tmcc1
4503	8996	23032	USP33	170822	Usp33
4504	8997	23038	WDTC1	230796	Wdtc1
4505	9000	23051	ZHX3	320799	Zhx3
4506	9002	23065	EMC1	230866	Emc1
4507	9003	23070	CMTR1	74157	Cmtr1
4508	9004	23072	HECW1	94253	Hecw1
4509	9005	23077	MYCBP2	105689	Mycbp2
4510	9006	23082	PPRC1	226169	Pprc1
4511	9007	23086	EXPH5	320051	Exph5
4512	9010	23090	ZNF423	94187	Zfp423
4513	9013	23093	TTLL5	320244	Ttll5
4514	9015	23098	SARM1	237868	Sarm1
4515	9019	23118	TAB2	68652	Tab2
4516	9020	23119	HIC2	58180	Hic2
4517	9021	23125	CAMTA2	216874	Camta2
4518	9022	23126	POGZ	229584	Pogz
4519	9024	261734	NPHP4	260305	Nphp4
4520	9027	23140	ZZEF1	195018	Zzef1
4521	9028	84259	DCUN1D5	76863	Dcun1d5
4522	9029	23144	ZC3H3	223642	Zc3h3
4523	9030	115548	FCHO2	218503	Fcho2
4524	9032	23155	CLCC1	229725	Clcc1
4525	9034	23164	MPRIP	26936	Mprip
4526	9035	23166	STAB1	192187	Stab1
4527	9036	23170	TTLL12	223723	Ttll12
4528	9037	23174	ZCCHC14	142682	Zcchc14
4529	9038	23178	PASK	269224	Pask
4530	9039	23179	RGL1	19731	Rgl1
4531	9040	23469	PHF3	213109	Phf3
4532	9044	23205	ACSBG1	94180	Acsbg1
4533	9045	114088	TRIM9	94090	Trim9
4534	9046	23210	JMJD6	107817	Jmjd6
4535	9050	23219	FBXO28	67948	Fbxo28
4536	9052	23228	PLCL2	224860	Plcl2
4537	9053	23229	ARHGEF9	236915	Arhgef9
4538	9054	23231	SEL1L3	231238	Sel1l3
4539	9055	23234	DNAJC9	108671	Dnajc9
4540	9056	23237	ARC	11838	Arc
4541	9057	23240	KIAA0922	229473	D930015E06Rik
4542	9058	23242	COBL	12808	Cobl
4543	9059	23253	ANKRD12	106585	Ankrd12
4544	9061	23268	DNMBP	71972	Dnmbp
4545	9062	23272	FAM208A	218850	D14Abb1e
4546	9063	23277	CLUH	74148	Cluh
4547	9064	116984	ARAP2	212285	Arap2
4548	9065	221395	GPR116	224792	Gpr116
4549	9067	23287	AGTPBP1	67269	Agtpbp1
4550	9068	23294	ANKS1A	224650	Anks1
4551	9069	1540	CYLD	74256	Cyld
4552	9070	23299	BICD2	76895	Bicd2
4553	9073	23303	KIF13B	16554	Kif13b
4554	9076	131405	TRIM71	636931	Trim71
4555	9081	23336	SYNM	233335	Synm
4556	9082	23338	JADE2	76901	Jade2
4557	9084	4591	TRIM37	68729	Trim37
4558	9087	23360	FNBP4	55935	Fnbp4
4559	9088	23365	ARHGEF12	69632	Arhgef12
4560	9089	23367	LARP1	73158	Larp1
4561	9090	23368	PPP1R13B	21981	Ppp1r13b
4562	9093	23376	UFL1	67490	Ufl1
4563	9095	23381	SMG5	229512	Smg5
4564	9097	23386	NUDCD3	209586	Nudcd3
4565	9098	171023	ASXL1	228790	Asxl1
4566	9099	23398	PPWD1	238831	Ppwd1
4567	9100	23399	CTDNEP1	67181	Ctdnep1
4568	9102	23503	ZFYVE26	211978	Zfyve26
4569	9103	23507	LRRC8B	433926	Lrrc8b
4570	9104	23509	POFUT1	140484	Pofut1
4571	9108	23518	R3HDM1	226412	R3hdm1
4572	9109	23643	LY96	17087	Ly96
4573	9111	23786	BCL2L13	94044	Bcl2l13
4574	9112	341208	HEPHL1	244698	Hephl1
4575	9113	25777	SUN2	223697	Sun2
4576	9114	25798	BRI3	55950	Bri3
4577	9115	25831	HECTD1	207304	Hectd1
4578	9116	25843	MOB4	19070	Mob4
4579	9117	25844	YIPF3	28064	Yipf3
4580	9120	25851	TECPR1	70381	Tecpr1
4581	9121	25852	ARMC8	74125	Armc8
4582	9123	84312	BRMS1L	52592	Brms1l
4583	9124	51564	HDAC7	56233	Hdac7
4584	9125	84836	ABHD14B	76491	Abhd14b
4585	9127	25871	C3orf17	212547	BC027231
4586	9128	25875	LETMD1	68614	Letmd1
4587	9129	25880	TMEM186	66690	Tmem186
4588	9130	60496	AASDHPPT	67618	Aasdhppt
4589	9134	25891	PAMR1	210622	Pamr1
4590	9135	25893	TRIM58	216781	Trim58
4591	9136	25896	INTS7	77065	Ints7
4592	9140	284058	KANSL1	76719	Kansl1
4593	9141	25907	TMEM158	72309	Tmem158
4594	9142	25909	AHCTF1	226747	Ahctf1
4595	9143	25911	DPCD	226162	Dpcd
4596	9147	25921	ZDHHC5	228136	Zdhhc5
4597	9148	66036	MTMR9	210376	Mtmr9
4598	9149	25923	ATL3	109168	Atl3
4599	9150	25924	MYRIP	245049	Myrip
4600	9151	25925	ZNF521	225207	Zfp521
4601	9153	25927	CNRIP1	380686	Cnrip1
4602	9154	25928	SOSTDC1	66042	Sostdc1
4603	9155	25929	GEMIN5	216766	Gemin5
4604	9158	26056	RAB11FIP5	52055	Rab11fip5
4605	9159	25937	WWTR1	97064	Wwtr1
4606	9160	25939	SAMHD1	56045	Samhd1
4607	9161	25941	TPGS2	66648	Tpgs2
4608	9162	25945	PVRL3	58998	Pvrl3
4609	9163	25959	KANK2	235041	Kank2
4610	9165	25963	TMEM87A	211499	Tmem87a
4611	9166	25975	EGFL6	54156	Egfl6
4612	9167	25976	TIPARP	99929	Tiparp
4613	9168	55707	NECAP2	66147	Necap2
4614	9170	25980	AAR2	68295	Aar2
4615	9172	25984	KRT23	94179	Krt23
4616	9174	25988	HINFP	102423	Hinfp
4617	9176	25999	CLIP3	76686	Clip3
4618	9177	26000	TBC1D10B	68449	Tbc1d10b
4619	9180	26003	GORASP2	70231	Gorasp2
4620	9181	81488	POLR2M	28015	Polr2m
4621	9182	26009	ZZZ3	108946	Zzz3
4622	9185	26022	TMEM98	103743	Tmem98
4623	9188	26036	ZNF451	98403	Zfp451
4624	9189	26037	SIPA1L1	217692	Sipa1l1
4625	9191	26039	SS18L1	269397	Ss18l1
4626	9192	26040	SETBP1	240427	Setbp1
4627	9193	26050	SLITRK5	75409	Slitrk5
4628	9194	26051	PPP1R16B	228852	Ppp1r16b
4629	9196	26054	SENP6	215351	Senp6
4630	9199	26064	RAI14	75646	Rai14
4631	9201	26073	POLDIP2	67811	Poldip2
4632	9203	54865	GPATCH4	66614	Gpatch4
4633	9204	26084	ARHGEF26	622434	Arhgef26
4634	9205	5238	PGM3	109785	Pgm3
4635	9208	26092	TOR1AIP1	208263	Tor1aip1
4636	9209	26093	CCDC9	243846	Ccdc9
4637	9210	26094	DCAF4	73828	Dcaf4
4638	9213	26099	SZRD1	213491	Szrd1
4639	9215	26103	LRIT1	239037	Lrit1
4640	9218	26118	WSB1	78889	Wsb1
4641	9219	26119	LDLRAP1	100017	Ldlrap1
4642	9221	26123	TCTN3	67590	Tctn3
4643	9222	26127	FGFR1OP2	67529	Fgfr1op2
4644	9223	26128	KIAA1279	72320	2510003E04Rik
4645	9224	26133	TRPC4AP	56407	Trpc4ap
4646	9226	26137	ZBTB20	56490	Zbtb20
4647	9227	114902	C1QTNF5	235312	C1qtnf5
4648	9230	26150	RIBC2	67747	Ribc2
4649	9231	26151	NAT9	66176	Nat9
4650	9232	8086	AAAS	223921	Aaas
4651	9233	26164	MTG2	52856	Mtg2
4652	9236	26168	SENP3	80886	Senp3
4653	9238	27013	CNPPD1	69171	Cnppd1
4654	9240	27111	SDCBP2	228765	Sdcbp2
4655	9247	27248	ERLEC1	66753	Erlec1
4656	9248	27249	MMADHC	109129	Mmadhc
4657	9249	27352	SGSM3	105835	Sgsm3
4658	9250	29998	GLTSCR1	243842	Gltscr1
4659	9251	50487	PLA2G3	237625	Pla2g3
4660	9252	50489	CD207	246278	Cd207
4661	9253	50509	COL5A3	53867	Col5a3
4662	9254	50512	PODXL2	319655	Podxl2
4663	9256	50632	CALY	68566	Caly
4664	9261	5949	RBP3	19661	Rbp3
4665	9262	51684	SUFU	24069	Sufu
4666	9263	57619	SHROOM3	27428	Shroom3
4667	9266	23175	LPIN1	14245	Lpin1
4668	9268	60675	PROK2	50501	Prok2
4669	9269	6297	SALL2	50524	Sall2
4670	9272	84893	FBXO18	50755	Fbxo18
4671	9273	157574	FBXO16	50759	Fbxo16
4672	9274	26270	FBXO6	50762	Fbxo6
4673	9277	90161	HS6ST2	50786	Hs6st2
4674	9279	55336	FBXL8	50788	Fbxl8
4675	9280	1761	DMRT1	50796	Dmrt1
4676	9281	103	ADAR	56417	Adar
4677	9283	51035	UBXN1	225896	Ubxn1
4678	9284	9750	FAM65B	193385	Fam65b
4679	9285	6563	SLC14A1	108052	Slc14a1
4680	9287	51360	MBTPS2	270669	Mbtps2
4681	9289	51361	HOOK1	77963	Hook1
4682	9291	51052	PRLH	623503	Prlh
4683	9292	51053	GMNN	57441	Gmnn
4684	9293	51364	ZMYND10	114602	Zmynd10
4685	9294	51365	PLA1A	85031	Pla1a
4686	9295	51366	UBR5	70790	Ubr5
4687	9296	51592	TRIM33	94093	Trim33
4688	9298	51593	SRRT	83701	Srrt
4689	9299	51057	WDPCP	216560	Wdpcp
4690	9300	51058	ZNF691	195522	Zfp691
4691	9301	51061	TXNDC11	106200	Txndc11
4692	9302	51062	ATL1	73991	Atl1
4693	9303	51063	CALHM2	72691	Calhm2
4694	9305	51596	CUTA	67675	Cuta
4695	9306	51599	LSR	54135	Lsr
4696	9310	51001	MTERFD1	66410	Mterfd1
4697	9311	51005	AMDHD2	245847	Amdhd2
4698	9313	51000	SLC35B3	108652	Slc35b3
4699	9315	51070	NOSIP	66394	Nosip
4700	9317	51075	TMX2	66958	Tmx2
4701	9318	51076	CUTC	66388	Cutc
4702	9320	51373	MRPS17	66258	Mrps17
4703	9321	51081	MRPS7	50529	Mrps7
4704	9322	51084	CRYL1	68631	Cryl1
4705	9326	51377	UCHL5	56207	Uchl5
4706	9327	51379	CRLF3	54394	Crlf3
4707	9329	51090	PLLP	67801	Pllp
4708	9332	51093	RRNAD1	229503	Rrnad1
4709	9333	51095	TRNT1	70047	Trnt1
4710	9334	51097	SCCPDH	109232	Sccpdh
4711	9335	51098	IFT52	245866	Ift52
4712	9336	51626	DYNC2LI1	213575	Dync2li1
4713	9337	51100	SH3GLB1	54673	Sh3glb1
4714	9338	51101	ZC2HC1A	67306	Zc2hc1a
4715	9341	51105	PHF20L1	239510	Phf20l1
4716	9343	51106	TFB1M	224481	Tfb1m
4717	9345	51107	APH1A	226548	Aph1a
4718	9349	51110	LACTB2	212442	Lactb2
4719	9350	51635	DHRS7	66375	Dhrs7
4720	9355	51637	C14orf166	68045	2700060E02Rik
4721	9356	51009	DERL2	116891	Derl2
4722	9359	51013	EXOSC1	66583	Exosc1
4723	9360	51639	SF3B6	66055	0610009D07Rik
4724	9361	51015	ISOC1	66307	Isoc1
4725	9364	51019	CCDC53	67282	Ccdc53
4726	9366	22818	COPZ1	56447	Copz1
4727	9367	51645	PPIL1	68816	Ppil1
4728	9368	51003	MED31	67279	Med31
4729	9370	51021	MRPS16	66242	Mrps16
4730	9371	51023	MRPS18C	68735	Mrps18c
4731	9374	51028	VPS36	70160	Vps36
4732	9376	51031	GLOD4	67201	Glod4
4733	9378	51657	STYXL1	76571	Styxl1
4734	9379	10179	RBM7	67010	Rbm7
4735	9380	51386	EIF3L	223691	Eif3l
4736	9381	51122	COMMD2	52245	Commd2
4737	9384	51660	MPC1	55951	Mpc1
4738	9385	51125	GOLGA7	57437	Golga7
4739	9387	51127	TRIM17	56631	Trim17
4740	9390	51665	ASB1	65247	Asb1
4741	9391	100302652	GPR75-ASB3	65257	Asb3
4742	9392	51666	ASB4	65255	Asb4
4743	9395	51133	KCTD3	226823	Kctd3
4744	9396	51134	CEP83	77048	Ccdc41
4745	9398	51669	TMEM66	67887	Tmem66
4746	9400	51141	INSIG2	72999	Insig2
4747	9401	10404	CPQ	54381	Cpq
4748	9403	51143	DYNC1LI1	235661	Dync1li1
4749	9404	51397	COMMD10	69456	Commd10
4750	9409	10422	UBAC1	98766	Ubac1
4751	9410	51686	OAZ3	53814	Oaz3
4752	9412	51151	SLC45A2	22293	Slc45a2
4753	9414	51156	SERPINA10	217847	Serpina10
4754	9416	49860	CRNN	381457	Crnn
4755	9417	23671	TMEFF2	56363	Tmeff2
4756	9418	9585	KIF20B	240641	Kif20b
4757	9419	51691	LSM8	76522	Lsm8
4758	9420	51421	AMOTL2	56332	Amotl2
4759	9423	56034	PDGFC	54635	Pdgfc
4760	9424	51693	TRAPPC2L	59005	Trappc2l
4761	9425	51161	C3orf18	235599	6430571L13Rik
